long,lat,permit_type,issue_year,value
-80.52701057,43.47566864,Residential Building Permit,2015,29000
-80.52902767,43.46103445,Residential Building Permit,2016,29000
-80.49556982,43.49197757,Residential Building Permit,2017,29000
-80.5272423,43.47558136,Residential Building Permit,2013,29000
-80.5989292,43.47018874,Residential Building Permit,2014,29000
-80.51620565,43.49388568,Residential Building Permit,2019,29000
-80.52633512,43.47623656,Residential Building Permit,2013,29000
-80.5554862,43.4472765,Residential Building Permit,2018,29000
-80.59171446,43.45441691,Residential Building Permit,2018,29000
-80.54784326,43.41240486,Residential Alteration,2015,29050
-80.54397209,43.43645622,Residential Alteration,2014,29172
-80.51135164,43.47320631,Non Residential Building Permit,2014,29180
-80.44579845,43.39260591,Residential Alteration,2015,29362
-80.56870798,43.46126018,Residential Building Permit,2011,29380
-80.5897616,43.48959205,Residential Building Permit,2016,29400
-80.54955041,43.41251473,Residential Building (House),2012,29480
-80.41472352,43.37773504,Residential Alteration,2013,29500
-80.52824714,43.474522,Non Residential Building Permit,2013,29500
-80.50367472,43.47146523,Residential Building Permit,2015,29556
-80.52521147,43.45941312,Residential Building Permit,2016,29572
-80.42736426,43.46230167,Residential Alteration,2014,29600
-80.50914968,43.50879413,Residential Building Permit,2015,29750
-80.41758428,43.37768869,Residential Accessory (1 or 2 units),2019,29900
-80.52990604,43.46207537,Residential Building Permit,2013,29985
-80.47399116,43.39921226,Non-Residential Alteration,2010,30000
-80.40615527,43.44327275,Residential Alteration,2010,30000
-80.43425817,43.37785285,Residential Alteration,2010,30000
-80.51238821,43.43472221,Residential Alteration,2010,30000
-80.51932377,43.45652706,Electrical,2010,30000
-80.47559896,43.43245779,Non-Residential Alteration,2010,30000
-80.47620474,43.4378513,Residential Alteration,2010,30000
-80.48875557,43.44932452,Non-Residential Alteration,2010,30000
-80.44710386,43.43629814,Residential Building (House),2010,30000
-80.50663982,43.42592228,School Portables,2010,30000
-80.48406625,43.38676286,Residential Accessory (1 or 2 units),2010,30000
-80.50457366,43.43859386,Residential Building (House),2010,30000
-80.46241466,43.4529331,Residential Building (House),2010,30000
-80.54065076,43.44288476,Residential Alteration,2010,30000
-80.43859659,43.38142724,Residential Alteration,2010,30000
-80.48229105,43.45572112,Residential Building (House),2010,30000
-80.41576628,43.44066356,Residential Accessory (1 or 2 units),2010,30000
-80.46415162,43.45424005,Residential Building (House),2010,30000
-80.41268637,43.40337743,Residential Alteration,2010,30000
-80.46508662,43.44172411,Residential Alteration,2010,30000
-80.45205475,43.474405,Garden Centre/Tent,2010,30000
-80.48825395,43.45344803,Residential Alteration,2010,30000
-80.42231474,43.45179997,Residential Accessory (1 or 2 units),2010,30000
-80.45622205,43.42218922,Residential Alteration,2010,30000
-80.52048405,43.4552958,Residential Alteration,2010,30000
-80.45072002,43.44245116,Residential Alteration,2010,30000
-80.45273304,43.38255985,Residential Alteration,2010,30000
-80.47792879,43.47407953,Non-Residential Alteration,2010,30000
-80.45261328,43.43581642,Residential Garage/Carport (3 or More),2010,30000
-80.4436068,43.3983008,Residential Accessory (1 or 2 units),2010,30000
-80.46813721,43.46071233,Residential Building (House),2010,30000
-80.48432231,43.45325886,Plumbing,2010,30000
-80.45371814,43.38853031,Residential Accessory (1 or 2 units),2011,30000
-80.45285737,43.42995496,Non-Residential Alteration,2011,30000
-80.48611985,43.47433916,Residential Alteration,2011,30000
-80.45181496,43.38491034,Plumbing,2011,30000
-80.43668737,43.38180976,Residential Alteration,2011,30000
-80.4390861,43.45157309,Residential Building (House),2011,30000
-80.45656813,43.42630913,Residential Building (House),2011,30000
-80.48407864,43.44695115,Residential Alteration,2011,30000
-80.46477458,43.40240863,Commercial Building,2011,30000
-80.4810164,43.48430139,Residential Garage/Carport (1 or 2 units),2011,30000
-80.4331007,43.39241196,Residential Alteration,2011,30000
-80.42993534,43.4270261,Non-Residential Alteration,2011,30000
-80.48905465,43.40969598,Residential Accessory (1 or 2 units),2011,30000
-80.55398752,43.42524774,Non-Residential Alteration,2011,30000
-80.42438801,43.44522299,Residential Alteration,2011,30000
-80.42896083,43.44779042,Residential Accessory (1 or 2 units),2011,30000
-80.48096156,43.46779587,Residential Accessory (1 or 2 units),2011,30000
-80.44858339,43.41045548,Non-Residential Alteration,2011,30000
-80.47540651,43.44182016,Non-Residential Alteration,2011,30000
-80.5344605,43.39777057,Farm Building,2011,30000
-80.49031955,43.4499649,Electrical,2011,30000
-80.47694788,43.39811276,Plumbing,2011,30000
-80.46608345,43.43353677,Residential Garage/Carport (1 or 2 units),2011,30000
-80.54177483,43.43425404,Residential Alteration,2011,30000
-80.40029318,43.40858427,Electrical,2011,30000
-80.50505463,43.44830096,Residential Alteration,2011,30000
-80.4471769,43.38019194,Residential Alteration,2011,30000
-80.50505463,43.44830096,Residential Alteration,2011,30000
-80.497039,43.43515342,Residential Building (House),2011,30000
-80.49816894,43.42386809,Residential Building (Multi),2011,30000
-80.50673445,43.43530117,Residential Garage/Carport (1 or 2 units),2011,30000
-80.48963498,43.38650608,Residential Accessory (1 or 2 units),2011,30000
-80.41347143,43.40326549,Residential Alteration,2011,30000
-80.40605523,43.44272058,Residential Accessory (1 or 2 units),2011,30000
-80.50073028,43.43454015,Residential Alteration,2011,30000
-80.47844806,43.49524711,Residential Accessory (1 or 2 units),2011,30000
-80.51326626,43.435996,Non-Residential Alteration,2011,30000
-80.48562403,43.44794338,Non-Residential Alteration,2011,30000
-80.56152504,43.43467722,Non-Residential Alteration,2011,30000
-80.5426554,43.42827796,Residential Alteration,2011,30000
-80.49708977,43.44560987,Residential Garage/Carport (1 or 2 units),2011,30000
-80.48966395,43.45653143,Commercial Building,2011,30000
-80.40394172,43.41001125,Residential Alteration,2011,30000
-80.48432231,43.45325886,Non-Residential Alteration,2011,30000
-80.42163059,43.42839913,Non-Residential Alteration,2011,30000
-80.41332912,43.39996829,Residential Garage/Carport (1 or 2 units),2011,30000
-80.44842025,43.38185023,Residential Building (House),2011,30000
-80.48257429,43.44903424,Residential Alteration,2012,30000
-80.48783555,43.4508158,Non-Residential Alteration,2012,30000
-80.4364073,43.43286226,Residential Building (House),2012,30000
-80.51996772,43.41913715,Residential Building (House),2012,30000
-80.53880953,43.41500431,Residential Alteration,2012,30000
-80.47919211,43.45461064,Plumbing,2012,30000
-80.43275731,43.37667883,Residential Accessory (1 or 2 units),2012,30000
-80.43743141,43.41284372,Non-Residential Alteration,2012,30000
-80.41392463,43.45586694,Residential Alteration,2012,30000
-80.41014776,43.4403716,Residential Alteration,2012,30000
-80.53195194,43.44563587,Residential Garage/Carport (1 or 2 units),2012,30000
-80.47951823,43.4139615,Non-Residential Alteration,2012,30000
-80.49354651,43.43946095,Non-Residential Alteration,2012,30000
-80.43543807,43.37808813,Residential Accessory (1 or 2 units),2012,30000
-80.41245781,43.45031167,Residential Building (House),2012,30000
-80.50009497,43.4210715,Residential Alteration,2012,30000
-80.47608554,43.44731216,Residential Alteration,2012,30000
-80.47675704,43.49501561,Residential Accessory (1 or 2 units),2012,30000
-80.4827503,43.46872061,Residential Alteration,2012,30000
-80.42510211,43.3816358,Residential Accessory (1 or 2 units),2012,30000
-80.50587973,43.44020635,Non-Residential Alteration,2012,30000
-80.50501112,43.40259902,Residential Alteration,2012,30000
-80.41692127,43.44157033,Residential Accessory (1 or 2 units),2012,30000
-80.44659403,43.460814,Residential Garage/Carport (1 or 2 units),2012,30000
-80.54548445,43.42565908,Residential Accessory (1 or 2 units),2012,30000
-80.42891692,43.4611933,Residential Accessory (1 or 2 units),2012,30000
-80.54853317,43.41607127,Residential Alteration,2012,30000
-80.41055253,43.44308006,Residential Accessory (1 or 2 units),2012,30000
-80.53883292,43.41219278,Residential Accessory (1 or 2 units),2012,30000
-80.46459587,43.45817416,Residential Garage/Carport (1 or 2 units),2012,30000
-80.47288263,43.38919947,Residential Alteration,2012,30000
-80.50773635,43.44293578,Residential Building (House),2012,30000
-80.55489961,43.43530886,Residential Building (House),2012,30000
-80.41063005,43.42930909,Residential Accessory (1 or 2 units),2012,30000
-80.47374367,43.43504561,Residential Building (House),2012,30000
-80.43945611,43.38423852,Plumbing,2012,30000
-80.45729525,43.42518146,Residential Building (House),2012,30000
-80.41346601,43.43353373,Residential Building (House),2012,30000
-80.44489084,43.47254647,Non-Residential Alteration,2012,30000
-80.4426083,43.44688263,Residential Building (House),2012,30000
-80.47768811,43.44424842,Non-Residential Alteration,2012,30000
-80.4199217,43.44630399,Residential Alteration,2012,30000
-80.4679849,43.4447532,Plumbing,2012,30000
-80.48660208,43.44577813,Plumbing,2012,30000
-80.44842025,43.38185023,Residential Accessory (1 or 2 units),2012,30000
-80.46269283,43.46129553,Residential Building (House),2013,30000
-80.46260636,43.461323,Residential Building (House),2013,30000
-80.46251991,43.46135053,Residential Building (House),2013,30000
-80.46243347,43.46137812,Residential Building (House),2013,30000
-80.42117799,43.38187832,Residential Alteration,2013,30000
-80.48468953,43.42119609,Residential Building (House),2013,30000
-80.46988027,43.46185729,Non-Residential Alteration,2013,30000
-80.50041997,43.41818047,Non-Residential Alteration,2013,30000
-80.45814136,43.46680845,Non-Residential Alteration,2013,30000
-80.41043698,43.45068585,Residential Alteration,2013,30000
-80.48913153,43.47782547,Residential Alteration,2013,30000
-80.47794254,43.38805612,Residential Alteration,2013,30000
-80.49670561,43.46233971,Residential Building (House),2013,30000
-80.44104956,43.38067217,Residential Alteration,2013,30000
-80.4076078,43.40822793,Residential Accessory (1 or 2 units),2013,30000
-80.47583987,43.45894042,Residential Building (House),2013,30000
-80.48669511,43.45600544,Residential Building (House),2013,30000
-80.43443946,43.43850668,Residential Alteration,2013,30000
-80.49617593,43.45532978,Plumbing,2013,30000
-80.39892131,43.4053038,Residential Accessory (1 or 2 units),2013,30000
-80.41336926,43.42768516,Residential Alteration,2013,30000
-80.43323589,43.3818424,Residential Alteration,2013,30000
-80.51044719,43.42416899,Residential Alteration,2013,30000
-80.476468,43.44599765,Residential Alteration,2013,30000
-80.38450512,43.40117762,Residential Alteration,2013,30000
-80.53130496,43.41372333,Residential Accessory (1 or 2 units),2013,30000
-80.48891901,43.46942594,Residential Building (House),2013,30000
-80.41052658,43.44617426,Residential Alteration,2013,30000
-80.48906575,43.44572378,Residential Alteration,2013,30000
-80.50205578,43.45878707,Residential Building (House),2013,30000
-80.41878928,43.39400256,Residential Accessory (1 or 2 units),2013,30000
-80.43297341,43.4517631,Residential Building (House),2013,30000
-80.43900642,43.43309047,Non-Residential Alteration,2013,30000
-80.46991058,43.40931681,Residential Building (House),2013,30000
-80.46563587,43.48104214,Residential Garage/Carport (1 or 2 units),2013,30000
-80.42923277,43.43776945,Residential Alteration,2013,30000
-80.47455874,43.45075324,Residential Alteration,2013,30000
-80.4348898,43.47330594,Non-Residential Alteration,2013,30000
-80.49808632,43.45740197,Residential Alteration,2013,30000
-80.41277194,43.40481287,Residential Alteration,2013,30000
-80.53551079,43.41783455,Non-Residential Alteration,2013,30000
-80.53698215,43.41824227,Residential Alteration,2013,30000
-80.47397849,43.43483119,Residential Alteration,2013,30000
-80.5063309,43.44092445,Non-Residential Alteration,2013,30000
-80.4351567,43.37517675,Residential Building (House),2013,30000
-80.48892103,43.46950722,Residential Building (House),2013,30000
-80.49538401,43.41541185,Residential Building (House),2013,30000
-80.49962428,43.4421507,Residential Building (House),2013,30000
-80.49650829,43.4558684,Non-Residential Alteration,2013,30000
-80.47936187,43.45374557,Residential Alteration,2013,30000
-80.52535932,43.44653798,Residential Alteration,2013,30000
-80.47768811,43.44424842,Residential Alteration,2013,30000
-80.44044698,43.37843563,Residential Alteration,2013,30000
-80.43017446,43.37636105,Residential Alteration,2013,30000
-80.42643667,43.46329101,Residential Alteration,2013,30000
-80.55057204,43.41742791,Residential Alteration,2013,30000
-80.52540893,43.41609465,Residential Alteration,2013,30000
-80.39890948,43.40782933,Residential Accessory (1 or 2 units),2013,30000
-80.49982552,43.45513392,Residential Building (House),2013,30000
-80.5546147,43.43512097,Residential Building (House),2013,30000
-80.44480745,43.46421338,Residential Alteration,2013,30000
-80.439699,43.38186762,Residential Alteration,2013,30000
-80.40604096,43.38971054,Plumbing,2013,30000
-80.54078684,43.43589141,Residential Alteration,2014,30000
-80.55048228,43.43732213,Residential Alteration,2014,30000
-80.45721383,43.42382834,Residential Building (House),2014,30000
-80.48881719,43.47857376,Residential Building (House),2014,30000
-80.47836376,43.43607439,Residential Alteration,2014,30000
-80.46326895,43.46286738,Residential Garage/Carport (1 or 2 units),2014,30000
-80.46184429,43.43229232,Residential Building (House),2014,30000
-80.49359282,43.40356423,Residential Alteration,2014,30000
-80.42281939,43.4041028,Residential Building (House),2014,30000
-80.51696695,43.42343047,Residential Garage/Carport (1 or 2 units),2014,30000
-80.4654547,43.46042123,Residential Building (House),2014,30000
-80.41830155,43.39394934,Residential Alteration,2014,30000
-80.43845789,43.4608379,Residential Building (House),2014,30000
-80.55215844,43.43241229,Residential Accessory (1 or 2 units),2014,30000
-80.43699566,43.38257859,Residential Alteration,2014,30000
-80.46246492,43.45053407,Residential Building (House),2014,30000
-80.49209049,43.45004592,Non-Residential Alteration,2014,30000
-80.46564596,43.39011699,Residential Alteration,2014,30000
-80.4607364,43.40196908,Mechanical,2014,30000
-80.48125443,43.48518193,Residential Alteration,2014,30000
-80.43878722,43.43254523,Non-Residential Alteration,2014,30000
-80.41159527,43.40460577,Residential Alteration,2014,30000
-80.52221497,43.43066379,Residential Building (House),2014,30000
-80.48823746,43.46492884,Residential Building (House),2014,30000
-80.43390835,43.44652361,Residential Building (House),2014,30000
-80.45664566,43.42252668,Residential Alteration,2014,30000
-80.54862355,43.41520803,Residential Accessory (1 or 2 units),2014,30000
-80.49759947,43.40347048,Residential Accessory (1 or 2 units),2014,30000
-80.48974941,43.45317108,Electrical,2014,30000
-80.4893248,43.44923648,Non-Residential Alteration,2014,30000
-80.47749659,43.42071986,Residential Building (House),2014,30000
-80.39906445,43.40767316,Residential Accessory (1 or 2 units),2014,30000
-80.42912416,43.44332395,Residential Alteration,2014,30000
-80.46127931,43.46464917,Residential Building (House),2014,30000
-80.44842025,43.38185023,Septic System,2014,30000
-80.49162118,43.44684127,Non-Residential Alteration,2014,30000
-80.43831,43.37308145,Residential Alteration,2014,30000
-80.47300006,43.49453306,Residential Alteration,2014,30000
-80.42265671,43.40362117,Residential Alteration,2014,30000
-80.45612005,43.46067136,Residential Building (House),2014,30000
-80.46503003,43.45671125,Residential Garage/Carport (1 or 2 units),2014,30000
-80.43772394,43.43600703,Residential Building (House),2014,30000
-80.51814957,43.45432197,Non-Residential Alteration,2014,30000
-80.55992791,43.43584147,Non-Residential Alteration,2014,30000
-80.44992995,43.4637329,Residential Building (House),2014,30000
-80.49787431,43.44226643,Residential Alteration,2014,30000
-80.48861264,43.47439526,Residential Alteration,2014,30000
-80.4948223,43.45411914,Non-Residential Alteration,2014,30000
-80.46553703,43.45375779,Residential Building (House),2015,30000
-80.50997534,43.44721096,Residential Alteration,2015,30000
-80.45311187,43.43854054,Residential Building (House),2015,30000
-80.43843954,43.45604782,Residential Alteration,2015,30000
-80.47300794,43.45684166,Non-Residential Alteration,2015,30000
-80.41000354,43.44048105,Residential Accessory (1 or 2 units),2015,30000
-80.52054989,43.42170027,Residential Building (House),2015,30000
-80.51954683,43.42448653,Residential Building (House),2015,30000
-80.47756991,43.44703286,Residential Alteration,2015,30000
-80.44589848,43.43125076,Residential Alteration,2015,30000
-80.51325682,43.42193813,Residential Alteration,2015,30000
-80.47688036,43.42542278,Non-Residential Alteration,2015,30000
-80.50269497,43.40101219,Residential Alteration,2015,30000
-80.50460065,43.42866293,Residential Alteration,2015,30000
-80.55376379,43.42094439,Residential Building (House),2015,30000
-80.5271089,43.44007126,Non-Residential Alteration,2015,30000
-80.47402924,43.38621469,Residential Building (House),2015,30000
-80.46608345,43.43353677,Residential Building (House),2015,30000
-80.46308621,43.39646413,Non-Residential Alteration,2015,30000
-80.40518766,43.45157956,Residential Alteration,2015,30000
-80.42779087,43.45432249,Mechanical,2015,30000
-80.47819392,43.49917106,Residential Alteration,2015,30000
-80.55427169,43.43384662,Residential Building (House),2015,30000
-80.4226357,43.45090939,Residential Alteration,2015,30000
-80.45129018,43.42013624,Non-Residential Alteration,2015,30000
-80.46260783,43.45987583,Residential Garage/Carport (1 or 2 units),2015,30000
-80.50275784,43.43298877,Residential Building (House),2015,30000
-80.43729847,43.45026277,Residential Alteration,2015,30000
-80.41424673,43.44809159,Residential Alteration,2015,30000
-80.55387455,43.42105344,Residential Building (House),2015,30000
-80.49587229,43.44439681,Residential Building (House),2015,30000
-80.48472159,43.44819487,Residential Building (Multi),2015,30000
-80.48472159,43.44819487,Non-Residential Alteration,2015,30000
-80.47332631,43.39049634,Residential Alteration,2015,30000
-80.48493161,43.44771003,Mechanical,2015,30000
-80.47329693,43.45089108,Residential Garage/Carport (1 or 2 units),2015,30000
-80.51715547,43.45481301,Residential Building (Multi),2015,30000
-80.49977218,43.46201269,Residential Building (Multi),2015,30000
-80.41335063,43.4393956,Residential Alteration,2015,30000
-80.44858417,43.44190864,Residential Building (House),2015,30000
-80.4835502,43.45606969,Residential Garage/Carport (1 or 2 units),2015,30000
-80.48068295,43.47086432,Non-Residential Alteration,2015,30000
-80.50044141,43.43079604,Residential Alteration,2015,30000
-80.44589446,43.45611323,Residential Building (House),2015,30000
-80.46482036,43.43415238,Residential Garage/Carport (1 or 2 units),2015,30000
-80.49028533,43.44799882,Non-Residential Alteration,2015,30000
-80.43001444,43.39200607,Electrical,2016,30000
-80.45709156,43.38722171,Residential Alteration,2016,30000
-80.41412252,43.45415322,Residential Alteration,2016,30000
-80.50998207,43.43899978,Non-Residential Alteration,2016,30000
-80.4339107,43.40007631,Plumbing,2016,30000
-80.42723474,43.43221291,Residential Alteration,2016,30000
-80.44020209,43.42897162,Non-Residential Alteration,2016,30000
-80.45350373,43.42616992,School Portables,2016,30000
-80.49549317,43.40730589,Residential Accessory (1 or 2 units),2016,30000
-80.41112907,43.44045767,Residential Accessory (1 or 2 units),2016,30000
-80.49887528,43.38221698,Residential Alteration,2016,30000
-80.39887768,43.40693597,Residential Alteration,2016,30000
-80.44868876,43.44977631,Residential Building (House),2016,30000
-80.51262523,43.45878817,Residential Garage/Carport (1 or 2 units),2016,30000
-80.44902942,43.38378254,Residential Accessory (1 or 2 units),2016,30000
-80.50041997,43.41818047,Non-Residential Alteration,2016,30000
-80.47530386,43.44979172,Residential Alteration,2016,30000
-80.47927005,43.40712801,Residential Alteration,2016,30000
-80.45010508,43.43036394,Non-Residential Alteration,2016,30000
-80.46401562,43.45899198,Residential Garage/Carport (1 or 2 units),2016,30000
-80.51857209,43.45194343,Residential Building (House),2016,30000
-80.51038419,43.44115651,Residential Building (House),2016,30000
-80.48111846,43.45366381,Non-Residential Alteration,2016,30000
-80.44972864,43.42482532,Residential Alteration,2016,30000
-80.50860681,43.41759315,Residential Accessory (1 or 2 units),2016,30000
-80.3826308,43.4010946,Residential Alteration,2016,30000
-80.54469887,43.4230275,Mechanical,2016,30000
-80.54469887,43.4230275,Mechanical,2016,30000
-80.40923138,43.3936615,Residential Accessory (1 or 2 units),2016,30000
-80.41615748,43.44090317,Residential Building (House),2016,30000
-80.48582348,43.46159738,Residential Garage/Carport (1 or 2 units),2016,30000
-80.47422413,43.44433956,Residential Garage/Carport (1 or 2 units),2016,30000
-80.43209857,43.38403596,Residential Alteration,2016,30000
-80.4496693,43.43108942,Non-Residential Alteration,2016,30000
-80.42436099,43.41489951,Residential Building (House),2016,30000
-80.49033851,43.45076008,Non-Residential Alteration,2016,30000
-80.50318558,43.44857006,Residential Alteration,2016,30000
-80.41203539,43.44141902,Residential Accessory (1 or 2 units),2016,30000
-80.47571278,43.45800609,Residential Building (House),2016,30000
-80.50276728,43.42393055,Residential Building (House),2016,30000
-80.51717787,43.41579923,Non-Residential Alteration,2016,30000
-80.52281479,43.44077069,Residential Building (Multi),2016,30000
-80.45988836,43.45177923,Residential Building (House),2016,30000
-80.4240373,43.40581124,Residential Accessory (1 or 2 units),2016,30000
-80.47166705,43.4521326,Residential Alteration,2016,30000
-80.4240373,43.40581124,Residential Accessory (1 or 2 units),2016,30000
-80.41332912,43.39996829,Residential Garage/Carport (1 or 2 units),2016,30000
-80.47766996,43.44884493,Residential Alteration,2016,30000
-80.49215626,43.46146117,Non-Residential Alteration,2016,30000
-80.44193536,43.37994051,Residential Accessory (1 or 2 units),2016,30000
-80.44786647,43.41679209,Non-Residential Alteration,2016,30000
-80.4530154,43.4388668,Residential Alteration,2016,30000
-80.45842932,43.45603909,Residential Alteration,2016,30000
-80.50174471,43.44001331,Residential Accessory (1 or 2 units),2016,30000
-80.47568815,43.41367088,Residential Building (House),2016,30000
-80.46381894,43.45747995,Residential Accessory (1 or 2 units),2016,30000
-80.44951901,43.46281232,Residential Alteration,2016,30000
-80.47808336,43.44822729,Residential Alteration,2016,30000
-80.54139837,43.42994447,Residential Alteration,2016,30000
-80.48173103,43.42930371,Residential Alteration,2016,30000
-80.48903733,43.38696849,Non-Residential Alteration,2016,30000
-80.48903733,43.38696849,Non-Residential Alteration,2016,30000
-80.46828375,43.46352034,Non-Residential Alteration,2017,30000
-80.54407064,43.41328301,Residential Alteration,2017,30000
-80.4755046,43.41838265,Residential Building (House),2017,30000
-80.42479869,43.38953106,Residential Garage/Carport (1 or 2 units),2017,30000
-80.48349121,43.45114103,Residential Alteration,2017,30000
-80.44689653,43.42099264,Non-Residential Alteration,2017,30000
-80.41911926,43.4018848,Residential Alteration,2017,30000
-80.40687448,43.45204576,Residential Building (House),2017,30000
-80.47457746,43.45395361,Residential Alteration,2017,30000
-80.40810427,43.44261505,Residential Alteration,2017,30000
-80.43458683,43.44924046,Residential Alteration,2017,30000
-80.50069835,43.40496975,Non-Residential Alteration,2017,30000
-80.50207648,43.43684914,Residential Building (House),2017,30000
-80.504532,43.45554962,Residential Alteration,2017,30000
-80.49301307,43.43487783,Residential Garage/Carport (1 or 2 units),2017,30000
-80.48946883,43.42355383,Non-Residential Alteration,2017,30000
-80.41899314,43.4388082,Residential Alteration,2017,30000
-80.44606228,43.37573741,Residential Alteration,2017,30000
-80.51358708,43.45104817,Non-Residential Alteration,2017,30000
-80.41097503,43.44169309,Residential Alteration,2017,30000
-80.54432439,43.41188902,Residential Building (House),2017,30000
-80.46327687,43.44141574,Residential Alteration,2017,30000
-80.4839837,43.47059627,Residential Building (House),2017,30000
-80.51710634,43.43264747,Residential Alteration,2017,30000
-80.43098621,43.45507762,Residential Building (House),2017,30000
-80.49307275,43.4450056,Commercial Building,2017,30000
-80.4709427,43.49851974,Residential Accessory (1 or 2 units),2017,30000
-80.5150689,43.44785828,Non-Residential Alteration,2017,30000
-80.45370187,43.41093293,Non-Residential Alteration,2017,30000
-80.46185432,43.43175518,Residential Building (House),2017,30000
-80.44926385,43.39692182,Residential Building (House),2017,30000
-80.43556522,43.3730373,Residential Alteration,2017,30000
-80.43556522,43.3730373,Residential Alteration,2017,30000
-80.43556522,43.3730373,Residential Alteration,2017,30000
-80.43556522,43.3730373,Residential Alteration,2017,30000
-80.43556522,43.3730373,Residential Alteration,2017,30000
-80.40662764,43.40689417,Residential Alteration,2017,30000
-80.473768,43.38585346,Residential Alteration,2017,30000
-80.45711771,43.45799482,Residential Building (House),2017,30000
-80.46647857,43.41697752,Residential Alteration,2017,30000
-80.4691786,43.45038782,Residential Alteration,2017,30000
-80.46996847,43.44923525,Non-Residential Alteration,2017,30000
-80.43943951,43.42437434,Non-Residential Alteration,2017,30000
-80.4764444,43.42312966,Residential Alteration,2017,30000
-80.38504535,43.40354863,Non-Residential Alteration,2017,30000
-80.43943951,43.42437434,Non-Residential Alteration,2017,30000
-80.50014589,43.43850647,Residential Garage/Carport (1 or 2 units),2017,30000
-80.55174421,43.41530225,Residential Alteration,2017,30000
-80.47569356,43.43423153,Residential Building (House),2017,30000
-80.40543004,43.40994857,Residential Accessory (1 or 2 units),2017,30000
-80.51503043,43.45536331,Residential Building (House),2017,30000
-80.47569356,43.43423153,Residential Building (Multi),2017,30000
-80.4030764,43.41111327,Residential Alteration,2017,30000
-80.55264307,43.43223965,Residential Building (House),2017,30000
-80.48346552,43.40915147,Residential Alteration,2017,30000
-80.51501079,43.45284405,Residential Alteration,2017,30000
-80.4463309,43.39015692,Residential Accessory (1 or 2 units),2017,30000
-80.43728168,43.3784332,Residential Alteration,2017,30000
-80.47856443,43.40816778,Residential Building (House),2017,30000
-80.40349019,43.45323289,Residential Alteration,2017,30000
-80.47377472,43.4387129,Mechanical,2017,30000
-80.48404895,43.42266255,Residential Alteration,2017,30000
-80.40413274,43.45538492,Residential Accessory (1 or 2 units),2017,30000
-80.4546514,43.43273515,Residential Building (House),2017,30000
-80.44877422,43.42856623,Residential Building (House),2017,30000
-80.46574388,43.46310563,Non-Residential Alteration,2017,30000
-80.4140971,43.45582251,Residential Alteration,2017,30000
-80.5571067,43.41939101,Residential Building (House),2017,30000
-80.4983942,43.42242658,Plumbing,2017,30000
-80.4983942,43.42242658,Plumbing,2017,30000
-80.4983942,43.42242658,Plumbing,2017,30000
-80.4983942,43.42242658,Plumbing,2017,30000
-80.4983942,43.42242658,Plumbing,2017,30000
-80.48052207,43.42325198,Residential Alteration,2017,30000
-80.51011265,43.42660124,Residential Garage/Carport (1 or 2 units),2017,30000
-80.46948617,43.48275863,Residential Alteration,2017,30000
-80.48903733,43.38696849,Non-Residential Alteration,2017,30000
-80.54219783,43.41274376,Residential Building (House),2017,30000
-80.47851053,43.4962836,Residential Alteration,2018,30000
-80.44392323,43.37434859,Residential Building (House),2018,30000
-80.48469061,43.4686716,Mechanical,2018,30000
-80.48886967,43.4675414,Residential Garage/Carport (1 or 2 units),2018,30000
-80.4947249,43.45795145,Non-Residential Alteration,2018,30000
-80.56113506,43.42397669,Septic System,2018,30000
-80.47481228,43.49200186,Residential Accessory (1 or 2 units),2018,30000
-80.53361758,43.44515719,Residential Alteration,2018,30000
-80.38852375,43.40302287,Residential Alteration,2018,30000
-80.54975162,43.41927299,Residential Alteration,2018,30000
-80.49872765,43.46182928,Residential Alteration,2018,30000
-80.46117579,43.43075276,Residential Building (House),2018,30000
-80.47951823,43.4139615,Non-Residential Alteration,2018,30000
-80.42629991,43.44986919,Residential Building (House),2018,30000
-80.51358708,43.45104817,Non-Residential Alteration,2018,30000
-80.51358708,43.45104817,Non-Residential Alteration,2018,30000
-80.53740338,43.43808087,Residential Alteration,2018,30000
-80.49834373,43.44394465,Residential Alteration,2018,30000
-80.47951823,43.4139615,Plumbing,2018,30000
-80.5271089,43.44007126,Non-Residential Alteration,2018,30000
-80.41276939,43.43569251,Residential Accessory (1 or 2 units),2018,30000
-80.49712921,43.46135418,Residential Building (House),2018,30000
-80.48135943,43.44010713,Residential Alteration,2018,30000
-80.53083737,43.4483648,Residential Building (House),2018,30000
-80.47848709,43.4446297,Non-Residential Alteration,2018,30000
-80.45760756,43.42221899,Residential Building (House),2018,30000
-80.52656762,43.42258619,Residential Building (House),2018,30000
-80.46972269,43.40164748,Non-Residential Alteration,2018,30000
-80.42126553,43.38437501,Residential Building (House),2018,30000
-80.40702873,43.41378236,Septic System,2018,30000
-80.46706148,43.48084437,Residential Garage/Carport (1 or 2 units),2018,30000
-80.49069636,43.47559382,Residential Accessory (1 or 2 units),2018,30000
-80.44566896,43.42702529,Residential Building (House),2018,30000
-80.44791306,43.40504084,Non-Residential Alteration,2018,30000
-80.54265666,43.42885049,Residential Building (House),2018,30000
-80.41876463,43.42334225,Residential Alteration,2018,30000
-80.43934424,43.37165572,School Portables,2018,30000
-80.4696959,43.45761818,Residential Building (House),2018,30000
-80.52163169,43.41704396,Residential Accessory (1 or 2 units),2018,30000
